Planet Name,Planet Simbad Name,Star Name,Star Simbad Name,Priority,Original Filename,Primary Target,RA,DEC,Coordinate Epoch,pm_RA,pm_DEC,Jmag,Gmag,Bmag,Teff (K),logg,StarRoiDetMethod,numPredefinedStarRois,VDA Setting,NIRDA Setting,NIRDA_AverageGroups,NIRDA_ROI_StartX,NIRDA_ROI_StartY,NIRDA_ROI_SizeX,NIRDA_ROI_SizeY,NIRDA_RiceX,NIRDA_RiceY,NIRDA_SaveImagesToDisk,NIRDA_SendThumbnails,NIRDA_ThumbnailBinSize,NIRDA_ThumbnailCompressionType,VDA_IncludeFieldSolnsInResp,VDA_ROI_StartX,VDA_ROI_StartY,VDA_ROI_SizeX,VDA_ROI_SizeY,VDA_MaxMagnitudeInQuadCatalog,VDA_SaveImagesToDisk,VDA_RiceX,VDA_RiceY,VDA_SendThumbnails,NIRDA_TargetID,NIRDA_SC_Resets1,NIRDA_SC_Resets2,NIRDA_SC_DropFrames1,NIRDA_SC_DropFrames2,NIRDA_SC_DropFrames3,NIRDA_SC_ReadFrames,NIRDA_SC_Groups,NIRDA_SC_Integrations,NIRDA_FramesPerIntegration,NIRDA_IntegrationTime_s,VDA_TargetID,VDA_TargetRA,VDA_TargetDEC,VDA_StarRoiDetMethod,VDA_numPredefinedStarRois,VDA_PredefinedStarRoiRa,VDA_PredefinedStarRoiDec,VDA_FramesPerCoadd,VDA_ExposureTime_us,VDA_MaxNumStarRois,VDA_StarRoiDimension,VDA_NumTotalFramesRequested,VDA_IntegrationTime_s
G6847483372380965888,G6847483372380965888,G6847483372380965888,G6847483372380965888,0.1,G6847483372380965888,0,303.28341390840166,-26.05445474358829,J2016.0,25.080461248198684,-20.233893020530047,7.276999950408935,9.000077247619629,9.59399127960205,5015.21142578125,2.909899950027466,2,0,coadd_50,samp_4_5,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,5,SET_BY_SCHEDULER,85,27.2,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G6045020032217558528,G6045020032217558528,G6045020032217558528,G6045020032217558528,0.1,G6045020032217558528,0,246.4543236897158,-27.81942617110925,J2016.0,-77.85727958745282,-29.01258408840105,7.953000068664551,9.027173042297363,9.36752986907959,5620.7744140625,4.433199882507324,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G1555411999542876672,G1555411999542876672,G1555411999542876672,G1555411999542876672,0.1,G1555411999542876672,0,193.78792884336096,49.43955306743006,J2016.0,-16.539393191008944,8.888373341337497,8.390999794006348,9.20112133026123,9.426353454589844,6358.05078125,3.758699893951416,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G1538273843079569536,G1538273843079569536,G1538273843079569536,G1538273843079569536,0.1,G1538273843079569536,0,184.1772907983024,43.08472034643433,J2016.0,-51.06430687844026,-48.51059094283205,8.255000114440918,9.19512939453125,9.465774536132812,6022.54296875,4.30210018157959,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G3073854428131662080,G3073854428131662080,G3073854428131662080,G3073854428131662080,0.1,G3073854428131662080,0,132.85382051158618,-1.606255458962268,J2016.0,-6.455599627893525,-8.601224790708374,8.256999969482422,9.05677318572998,9.288479804992676,6301.01953125,3.808199882507324,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G6911490926394228864,G6911490926394228864,G6911490926394228864,G6911490926394228864,0.1,G6911490926394228864,0,320.01622901686017,-5.108433299231979,J2016.0,45.4921693674568,-20.44855635790797,8.48799991607666,9.262556076049805,9.489633560180664,6385.046875,4.050600051879883,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G4024355773345118080,G4024355773345118080,G4024355773345118080,G4024355773345118080,0.1,G4024355773345118080,0,173.74009623810247,31.51526077256605,J2016.0,-89.11927682666283,-25.050014328830247,7.974999904632568,9.054210662841797,9.395733833312988,5635.796875,4.188199996948242,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G5036764399207072000,G5036764399207072000,G5036764399207072000,G5036764399207072000,0.1,G5036764399207072000,0,23.08479042202781,-26.55172359791097,J2016.0,-43.84652781725111,-91.3850362384752,8.130999565124512,9.017823219299316,9.285719871520996,6036.92919921875,3.9149999618530273,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G1452869655349419776,G1452869655349419776,G1452869655349419776,G1452869655349419776,0.1,G1452869655349419776,0,211.2241030170537,29.039286220439,J2016.0,6.571306320493336,-6.230117318921395,7.63100004196167,9.125478744506836,9.611149787902832,5055.12353515625,2.769700050354004,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G1836915941525376256,G1836915941525376256,G1836915941525376256,G1836915941525376256,0.1,G1836915941525376256,0,303.8455029743778,27.53314932947242,J2016.0,-1.0697518594751874,-15.1898127212092,8.225000381469727,9.06594181060791,9.307086944580078,6383.9150390625,3.8531999588012695,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G4484890616690894208,G4484890616690894208,G4484890616690894208,G4484890616690894208,0.1,G4484890616690894208,0,274.3758184353646,12.208216948969534,J2016.0,-5.705205048652902,-44.21160130196176,8.010000228881836,9.043866157531738,9.347372055053713,5854.0322265625,4.2754998207092285,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G3364663159052916864,G3364663159052916864,G3364663159052916864,G3364663159052916864,0.1,G3364663159052916864,0,104.5127273400812,18.92648042053605,J2016.0,-20.875601944940644,1.9873183259655816,8.376999855041504,9.009143829345703,9.18690299987793,6915.05029296875,4.114500045776367,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G223711347369349120,G223711347369349120,G223711347369349120,G223711347369349120,0.1,G223711347369349120,0,58.17189115621295,38.53933128898272,J2016.0,-9.052032630612327,4.517907631570832,8.236000061035156,9.152499198913574,9.401095390319824,6567.21728515625,3.674000024795532,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G609222900276827520,G609222900276827520,G609222900276827520,G609222900276827520,0.1,G609222900276827520,0,130.64841293443905,13.99052014683855,J2016.0,1.66468276078099,6.384215551159447,8.361000061035156,9.058467864990234,9.234374046325684,6833.0224609375,4.144000053405762,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G5479318997619376768,G5479318997619376768,G5479318997619376768,G5479318997619376768,0.1,G5479318997619376768,0,105.2690762032341,-60.77605634466085,J2016.0,-12.313640502607187,53.20756492415305,8.359999656677246,9.04544734954834,9.241783142089844,6729.6015625,4.067599773406982,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G5463290622051980672,G5463290622051980672,G5463290622051980672,G5463290622051980672,0.1,G5463290622051980672,0,149.0640253712519,-31.24308032903628,J2016.0,-5.822162078617503,2.9855640297665293,4.954999923706055,9.007423400878906,11.940075874328612,6115.9375,0.84170001745224,2,0,coadd_50,all_frames_24,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,0,0,24,1,SET_BY_SCHEDULER,25,8.0,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G2073631277337888256,G2073631277337888256,G2073631277337888256,G2073631277337888256,0.1,G2073631277337888256,0,297.4098040708538,39.646233124474,J2016.0,-15.498040458573554,-42.38297447344399,8.260000228881836,9.162399291992188,9.407269477844238,6215.9033203125,3.8410000801086426,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G5368010109784035328,G5368010109784035328,G5368010109784035328,G5368010109784035328,0.1,G5368010109784035328,0,157.8462207498698,-44.10646667021581,J2016.0,-0.9403475712889874,-4.577802669201047,7.619999885559082,9.012825012207031,9.463561058044434,5178.1796875,2.910900115966797,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G4677368785783056768,G4677368785783056768,G4677368785783056768,G4677368785783056768,0.1,G4677368785783056768,0,66.98497467906385,-61.80771449457501,J2016.0,13.50331735844625,25.55374024880885,8.253000259399414,9.008280754089355,9.234612464904783,6382.65673828125,4.160900115966797,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G3273430150944714880,G3273430150944714880,G3273430150944714880,G3273430150944714880,0.1,G3273430150944714880,0,57.78757488237801,5.166275762603557,J2016.0,7.444557954832101,-16.30910028031667,8.333999633789062,9.00239086151123,9.188312530517578,6957.939453125,4.0971999168396,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G5261371328860737280,G5261371328860737280,G5261371328860737280,G5261371328860737280,0.1,G5261371328860737280,0,92.49063181117448,-76.25555507178059,J2016.0,16.666928737805826,7.552623860199601,8.305000305175781,9.38965892791748,9.73327350616455,5677.125,4.144100189208984,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G4760700561597671168,G4760700561597671168,G4760700561597671168,G4760700561597671168,0.1,G4760700561597671168,0,76.56964852595243,-61.58666801655377,J2016.0,9.413899829568756,21.71758886544384,7.498000144958496,9.011290550231934,9.53567600250244,5108.27587890625,2.7783000469207764,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G2263317167924368896,G2263317167924368896,G2263317167924368896,G2263317167924368896,0.1,G2263317167924368896,0,296.3231290695412,71.30558666106229,J2016.0,14.871127602652178,-0.2252877819512179,8.427000045776367,9.286020278930664,9.5400390625,6156.15087890625,4.111400127410889,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G5697027694400683648,G5697027694400683648,G5697027694400683648,G5697027694400683648,0.1,G5697027694400683648,0,126.77952150472254,-22.44994935351511,J2016.0,-2.505464531755264,3.3331565965879277,8.142000198364258,9.004775047302246,9.253971099853516,6188.97998046875,4.276800155639648,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G60305708818561920,G60305708818561920,G60305708818561920,G60305708818561920,0.1,G60305708818561920,0,48.18522246892755,20.39886490757522,J2016.0,19.04162208202219,-48.33149200962087,8.059000015258789,9.05686855316162,9.365090370178224,5780.263671875,4.111499786376953,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G777408841721355136,G777408841721355136,G777408841721355136,G777408841721355136,0.1,G777408841721355136,0,166.08220994914433,41.32464294154217,J2016.0,44.35106736252384,-51.518493442477286,8.020000457763672,9.071318626403809,9.416308403015137,5586.61181640625,3.93560004234314,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G6596443491705356544,G6596443491705356544,G6596443491705356544,G6596443491705356544,0.1,G6596443491705356544,0,340.6760686909424,-35.80589673155956,J2016.0,101.49221689797211,7.205891131715512,8.043000221252441,9.06342315673828,9.383624076843262,5666.59765625,4.240699768066406,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G902430250170858240,G902430250170858240,G902430250170858240,G902430250170858240,0.1,G902430250170858240,0,123.67040176792176,33.17855771735983,J2016.0,49.8967801825485,-2.952999426276074,7.915999889373779,9.065939903259276,9.299068450927734,5838.8955078125,4.063199996948242,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G277832638286087168,G277832638286087168,G277832638286087168,G277832638286087168,0.1,G277832638286087168,0,70.48883702397701,57.111397068341255,J2016.0,1.8714507167196133,-0.8356353112143092,7.306000232696533,9.010598182678224,9.605783462524414,5019.21923828125,2.7163000106811523,2,0,coadd_50,samp_4_5,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,5,SET_BY_SCHEDULER,85,27.2,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
G5160882734948420096,G5160882734948420096,G5160882734948420096,G5160882734948420096,0.1,G5160882734948420096,0,44.73277288487029,-10.948987647349975,J2016.0,146.89139255657778,60.86107969527618,8.069000244140625,9.013509750366213,9.311071395874023,5825.45166015625,4.327600002288818,2,0,coadd_50,samp_4_6,1,1968,824,80,400,4,28,1,1,1,1,1,512,512,1024,1024,15.5,1,5,25,0,SET_BY_TARGET_DEFINITION_FILE,1,1,0,16,0,4,6,SET_BY_SCHEDULER,105,33.6,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,SET_BY_TARGET_DEFINITION_FILE,50,200000,9,50,SET_BY_SCHEDULER,10.0
